id_pedido;fecha_despacho;dia_semana_despacho;provincia_destino;categoria_producto;peso_paquete_kg;volumen_paquete_cm3;proveedor_logistico;distancia_km;clima_despacho;es_vispera_feriado;tipo_envio;intentos_previos;etiqueta_fragil;entrega_demorada;codigo_postal_dest;valor_declarado_ars
913;12/1/2023;jueves;Mendoza;Muebles;1018;169100;Correo Argentino;883;Despejado;No;Normal;0;Sí;0;B5007AAA;$ 25.036
914;12/9/2023;martes;CABA;Indumentaria;4775;70200;Andreani;1256;Tormenta;Sí;Express;0;No;1;B2666AAA;$ 99.807
915;26/12/2023;martes;Santa Fe;Juguetes;2002;368810;Transporte Propio;702;Despejado;No;Express;0;Sí;0;B19XX;$ 87.145
916;21/11/2023;martes;Buenos Aires;Indumentaria;4691;554160;Transporte Propio;1107;Lluvia;Sí;Same-Day;2;No;0;B2353AAA;ARS 19181
917;2/3/2023;jueves;Salta;Indumentaria;558;333910;Andreani;2255;Despejado;No;Same-Day;1;Sí;0;B8220AAA;69665
918;10/1/2023;martes;CABA;Electrónica;2979;905460;Andreani;1474;Lluvia;No;Express;1;No;0;B6243AAA;$ 113.376
919;23/9/2023;sábado;Neuquén;Juguetes;320;441700;Oca;2309;Despejado;No;Express;0;Sí;0;B9949AAA;48167
920;16/6/2023;viernes;Salta;Indumentaria;1732;324930;Transporte Propio;1023;Tormenta;No;Same-Day;2;Sí;1;B2896AAA;$ 94.391
921;20/6/2023;martes;Tucumán;Juguetes;337;796530;Andreani;716;Despejado;No;Normal;1;Sí;0;B4705AAA;$ 111.079
922;8/2/2023;miércoles;Buenos Aires;Electrónica;2983;88540;Oca;2254;Despejado;No;Express;2;Sí;0;N/A;ARS 119663
923;12/3/2023;domingo;Tucumán;Muebles;2857;905440;Correo Argentino;1055;Lluvia;No;Express;3;Sí;1;B9530AAA;ARS 141335
924;12/1/2023;jueves;Santa Fe;Muebles;587;532800;Andreani;1949;Despejado;No;Normal;0;Sí;0;B4014AAA;$ 32.247
925;31/10/2023;martes;Neuquén;Electrónica;3962;112590;Transporte Propio;1211;Despejado;No;Normal;2;No;0;B6295AAA;137700
926;11/11/2023;sábado;CABA;Bazar;1182;669760;Andreani;2051;Despejado;No;Same-Day;1;Sí;1;B8493AAA;$ 119.986
927;24/6/2023;sábado;CABA;Electrónica;4392;12900;Oca;202;Lluvia;Sí;Express;3;Sí;0;B8293AAA;$ 67.110
928;5/5/2023;viernes;Santa Fe;Electrónica;10;96690;Correo Argentino;1502;Despejado;No;Express;2;No;0;B7608AAA;ARS 32092
929;23/7/2023;domingo;Mendoza;Indumentaria;3963;536090;Correo Argentino;38;Despejado;Sí;Same-Day;0;No;0;B4795AAA;$ 134.823
930;30/9/2023;sábado;Córdoba;Muebles;3241;164710;Andreani;1475;Despejado;No;Express;1;No;0;B8026AAA;45902
931;27/3/2023;lunes;Tucumán;Muebles;2635;339820;Correo Argentino;249;Despejado;No;Same-Day;0;No;0;B1276AAA;103246
932;20/11/2023;lunes;Mendoza;Juguetes;774;432370;Oca;1016;Lluvia;No;Express;3;Sí;0;B3117AAA;$ 93.145
933;11/5/2023;jueves;Neuquén;Bazar;2097;802210;Correo Argentino;1093;Despejado;Sí;Normal;2;No;0;123;$ 141.090
934;30/1/2023;lunes;Santa Fe;Indumentaria;2743;267850;Andreani;2079;Despejado;No;Same-Day;1;Sí;0;B5710AAA;144407
935;28/8/2023;lunes;Neuquén;Muebles;2663;233080;Andreani;1996;Tormenta;No;Normal;0;Sí;1;B3745AAA;1944
936;22/3/2023;miércoles;Tucumán;Bazar;4158;115590;Oca;2438;Despejado;No;Normal;1;Sí;0;B9066AAA;$ 79.156
937;1/3/2023;miércoles;Santa Fe;Bazar;4361;85570;Oca;560;Despejado;Sí;Express;3;Sí;1;B3600AAA;$ 141.934
938;22/10/2023;domingo;Neuquén;Muebles;1861;74480;Transporte Propio;859;Despejado;No;Same-Day;0;No;1;B3794AAA;98447
939;28/5/2023;domingo;Santa Fe;Electrónica;4924;540640;Oca;1009;Despejado;No;Express;0;No;0;B8200AAA;7596
940;7/3/2023;martes;Mendoza;Juguetes;2858;844600;Transporte Propio;1415;Despejado;No;Same-Day;2;No;1;B8948AAA;ARS 90628
941;28/11/2023;martes;Buenos Aires;Indumentaria;3639;985390;Oca;2021;Despejado;No;Same-Day;2;No;1;B1704AAA;108690
942;17/7/2023;lunes;Mendoza;Bazar;1053;879700;Oca;2274;Despejado;Sí;Express;1;Sí;1;B5098AAA;108123
943;17/3/2023;viernes;Salta;Electrónica;4008;438910;Correo Argentino;520;Tormenta;No;Express;2;No;0;B2695AAA;21666
944;13/2/2023;lunes;Tucumán;Muebles;131;806760;Oca;1227;Lluvia;No;Express;2;Sí;0;B5328AAA;46959
945;21/1/2023;sábado;Buenos Aires;Muebles;669;21060;Andreani;2224;Despejado;No;Express;0;Sí;0;N/A;61731
946;13/1/2023;viernes;Córdoba;Juguetes;2902;348810;Oca;795;Despejado;No;Express;0;Sí;0;B1010AAA;105955
947;28/6/2023;miércoles;Buenos Aires;Bazar;172;438510;Oca;486;Despejado;No;Normal;1;Sí;0;B4303AAA;6357
948;9/7/2023;domingo;Buenos Aires;Indumentaria;1131;451860;Andreani;1388;Tormenta;No;Same-Day;0;Sí;0;B7717AAA;$ 145.141
949;18/12/2023;lunes;Mendoza;Muebles;809;955210;Oca;17;Despejado;No;Express;0;No;0;B7378AAA;ARS 47226
950;27/2/2023;lunes;Neuquén;Juguetes;4647;915970;Transporte Propio;1106;Despejado;No;Normal;2;No;1;B1737AAA;$ 25.685
951;13/8/2023;domingo;Mendoza;Juguetes;3953;7030;Oca;1036;Tormenta;No;Express;3;No;0;B4753AAA;$ 110.269
952;29/7/2023;sábado;Salta;Muebles;1847;8610;Oca;1802;Lluvia;No;Same-Day;0;No;0;B4839AAA;104849
953;23/9/2023;sábado;Neuquén;Bazar;695;155290;Transporte Propio;1871;Despejado;No;Express;0;No;0;B8671AAA;ARS 61047
954;20/10/2023;viernes;Santa Fe;Electrónica;2648;624900;Oca;1116;Despejado;No;Normal;3;Sí;0;B9592AAA;$ 38.978
955;25/5/2023;jueves;Neuquén;Muebles;1398;769710;Oca;1035;Despejado;No;Normal;0;Sí;0;B5371AAA;ARS 116737
956;23/5/2023;martes;Tucumán;Electrónica;2908;204290;Transporte Propio;1682;Despejado;No;Express;2;Sí;0;B1076AAA;$ 54.012
957;3/2/2023;viernes;CABA;Muebles;2975;153850;Transporte Propio;2285;Lluvia;No;Express;1;No;0;B8524AAA;8965
958;19/2/2023;domingo;Córdoba;Muebles;399;463510;Andreani;620;Despejado;No;Express;0;Sí;0;123;$ 16.750
959;27/4/2023;jueves;Buenos Aires;Indumentaria;2863;369820;Oca;2256;Despejado;No;Same-Day;2;Sí;0;B6824AAA;ARS 127502
960;11/9/2023;lunes;Tucumán;Bazar;3082;696520;Andreani;22;Lluvia;Sí;Same-Day;2;Sí;0;B6092AAA;ARS 33296
961;29/8/2023;martes;Tucumán;Bazar;101;472590;Transporte Propio;1947;Despejado;No;Same-Day;3;Sí;0;B5936AAA;ARS 116435
962;28/6/2023;miércoles;CABA;Muebles;2494;681650;Oca;855;Despejado;No;Express;0;Sí;0;123;116116
963;1/1/2024;lunes;Córdoba;Juguetes;133;464050;Andreani;1474;Despejado;No;Same-Day;3;No;0;B9203AAA;147889
964;13/3/2023;lunes;Buenos Aires;Juguetes;3216;325190;Correo Argentino;1868;Lluvia;No;Express;3;No;0;B3868AAA;30230
965;1/11/2023;miércoles;Tucumán;Electrónica;4528;279100;Andreani;2310;Tormenta;No;Express;2;Sí;1;B7714AAA;$ 135.522
966;18/2/2023;sábado;Tucumán;Muebles;47;961040;Correo Argentino;1769;Lluvia;No;Express;3;No;0;B3670AAA;$ 142.562
967;14/2/2023;martes;Mendoza;Juguetes;1469;898190;Correo Argentino;183;Tormenta;No;Same-Day;1;No;1;B8378AAA;41612
968;30/7/2023;domingo;Mendoza;Electrónica;468;754270;Correo Argentino;1341;Despejado;No;Express;2;Sí;0;B2343AAA;ARS 12926
969;29/11/2023;miércoles;Buenos Aires;Electrónica;1633;993600;Transporte Propio;1458;Despejado;No;Express;3;No;0;B8140AAA;$ 41.379
970;6/9/2023;miércoles;Salta;Electrónica;386;209240;Correo Argentino;2261;Despejado;Sí;Express;2;No;0;B8701AAA;ARS 63117
971;3/11/2023;viernes;Mendoza;Electrónica;120;765420;Oca;1345;Despejado;No;Same-Day;0;No;0;B3846AAA;$ 62.865
972;15/11/2023;miércoles;Tucumán;Muebles;1866;31750;Andreani;731;Lluvia;No;Express;1;Sí;0;B3080AAA;$ 139.146
973;3/4/2023;lunes;Salta;Electrónica;59;941550;Correo Argentino;1970;Lluvia;No;Same-Day;2;Sí;0;B6646AAA;14065
974;3/8/2023;jueves;Mendoza;Electrónica;3683;51550;Andreani;1006;Despejado;No;Same-Day;1;No;0;B4543AAA;26263
975;6/8/2023;domingo;Mendoza;Muebles;4028;330790;Transporte Propio;1801;Despejado;No;Normal;3;No;0;B4368AAA;$ 146.567
976;2/4/2023;domingo;Salta;Muebles;488;725100;Andreani;1102;Despejado;No;Normal;2;Sí;0;B2584AAA;$ 149.653
977;29/1/2023;domingo;Córdoba;Muebles;2301;179930;Transporte Propio;1767;Lluvia;Sí;Express;0;Sí;0;123;ARS 66272
978;4/12/2023;lunes;Córdoba;Indumentaria;4001;851240;Andreani;2339;Despejado;No;Same-Day;0;Sí;0;B9945AAA;98698
979;4/7/2023;martes;Buenos Aires;Muebles;245;624430;Correo Argentino;1669;Despejado;No;Express;3;No;1;123;ARS 126920
980;5/12/2023;martes;Neuquén;Muebles;2408;159480;Andreani;1789;Tormenta;No;Normal;2;Sí;0;B2757AAA;146482
981;2/9/2023;sábado;Tucumán;Electrónica;4897;417810;Correo Argentino;2073;Despejado;No;Express;1;Sí;0;B19XX;47257
982;1/2/2023;miércoles;CABA;Juguetes;48;861750;Oca;773;Tormenta;No;Express;2;Sí;0;B8912AAA;ARS 36715
983;18/9/2023;lunes;Tucumán;Electrónica;2167;241330;Correo Argentino;2118;Despejado;No;Normal;1;No;0;B8454AAA;125516
984;16/8/2023;miércoles;Tucumán;Indumentaria;78;208790;Andreani;1355;Despejado;No;Normal;3;No;0;B1811AAA;$ 101.301
985;25/3/2023;sábado;Tucumán;Muebles;1927;23160;Correo Argentino;1638;Tormenta;No;Normal;1;No;0;N/A;99822
986;26/4/2023;miércoles;Buenos Aires;Muebles;275;594200;Oca;2095;Despejado;No;Express;3;No;0;B2308AAA;39602
987;9/9/2023;sábado;Buenos Aires;Indumentaria;4833;477130;Andreani;1476;Despejado;No;Express;1;Sí;0;B1292AAA;$ 143.144
988;5/9/2023;martes;Neuquén;Electrónica;3306;818010;Andreani;1232;Lluvia;No;Express;1;Sí;0;B7337AAA;ARS 131822
989;5/7/2023;miércoles;Mendoza;Electrónica;2571;302130;Oca;1939;Despejado;No;Normal;2;Sí;0;B9930AAA;123837
990;19/5/2023;viernes;Neuquén;Muebles;4592;84850;Oca;1734;Despejado;No;Normal;0;No;0;B1174AAA;80171
991;16/2/2023;jueves;Salta;Electrónica;4588;200830;Oca;356;Despejado;No;Normal;2;Sí;0;B1705AAA;126099
992;21/1/2023;sábado;Tucumán;Electrónica;294;902060;Andreani;948;Despejado;No;Express;3;No;0;B4510AAA;70603
993;1/10/2023;domingo;Tucumán;Electrónica;2022;445050;Correo Argentino;76;Tormenta;No;Express;3;Sí;0;B5482AAA;142224
994;23/11/2023;jueves;Buenos Aires;Juguetes;746;575720;Oca;497;Despejado;No;Same-Day;3;Sí;0;B2004AAA;50389
995;16/8/2023;miércoles;CABA;Indumentaria;3439;292520;Oca;636;Despejado;No;Normal;1;Sí;0;B7420AAA;$ 17.590
996;15/12/2023;viernes;Santa Fe;Electrónica;2556;478490;Transporte Propio;2161;Despejado;No;Express;2;No;0;B6665AAA;86142
997;22/9/2023;viernes;Buenos Aires;Electrónica;37;975770;Transporte Propio;1954;Despejado;No;Same-Day;2;No;0;B19XX;120433
998;10/8/2023;jueves;Santa Fe;Electrónica;766;135180;Oca;1434;Lluvia;No;Same-Day;3;No;0;B9302AAA;$ 104.959
999;29/4/2023;sábado;Salta;Muebles;32;870980;Correo Argentino;769;Lluvia;No;Express;2;No;0;B3472AAA;$ 109.810
1000;22/4/2023;sábado;Santa Fe;Muebles;1161;253960;Correo Argentino;983;Despejado;Sí;Express;0;No;1;B6642AAA;ARS 90137
1001;30/8/2023;miércoles;Córdoba;Muebles;2465;177250;Oca;1914;Despejado;Sí;Same-Day;2;No;0;B3466AAA;97678
1002;30/3/2023;jueves;Mendoza;Muebles;2963;531860;Oca;1361;Tormenta;No;Express;3;No;1;B8866AAA;45668
1003;28/1/2023;sábado;Buenos Aires;Juguetes;787;993690;Andreani;872;Despejado;No;Express;1;No;0;B9454AAA;90358
1004;10/2/2023;viernes;Córdoba;Juguetes;912;429830;Correo Argentino;751;Despejado;Sí;Normal;2;Sí;1;B5537AAA;$ 41.655
1005;15/6/2023;jueves;Salta;Juguetes;2534;141260;Oca;1266;Tormenta;No;Same-Day;1;No;1;B5858AAA;$ 109.791
1006;2/11/2023;jueves;Mendoza;Indumentaria;2894;432620;Correo Argentino;2419;Lluvia;No;Normal;3;Sí;0;B6864AAA;$ 19.910
1007;3/2/2023;viernes;Córdoba;Electrónica;887;206640;Transporte Propio;2378;Despejado;No;Same-Day;2;No;1;B8376AAA;81874
1008;26/12/2023;martes;Buenos Aires;Electrónica;3736;854340;Transporte Propio;1806;Lluvia;Sí;Normal;1;No;0;B8884AAA;107007
1009;18/10/2023;miércoles;Córdoba;Juguetes;16;462530;Andreani;1462;Despejado;No;Normal;3;Sí;0;B3287AAA;129656
1010;3/12/2023;domingo;Salta;Bazar;4085;448890;Correo Argentino;622;Despejado;No;Normal;3;Sí;0;B4654AAA;77701
1011;17/5/2023;miércoles;Salta;Bazar;164;750640;Correo Argentino;825;Despejado;No;Same-Day;3;No;0;B5503AAA;15553
1012;30/1/2023;lunes;Córdoba;Muebles;955;91870;Correo Argentino;494;Lluvia;No;Express;3;No;0;B3599AAA;133727
1013;1/6/2023;jueves;Mendoza;Muebles;127;145550;Transporte Propio;1553;Despejado;No;Normal;2;Sí;0;B8817AAA;$ 117.096
1014;17/12/2023;domingo;Buenos Aires;Electrónica;2538;181330;Correo Argentino;2138;Despejado;No;Same-Day;1;Sí;0;B9260AAA;ARS 127115
1015;22/11/2023;miércoles;Mendoza;Juguetes;4225;983690;Oca;1368;Despejado;No;Normal;2;No;0;B3654AAA;ARS 127995
1016;19/11/2023;domingo;Santa Fe;Indumentaria;1127;354730;Correo Argentino;274;Despejado;No;Same-Day;1;Sí;0;B4707AAA;112279
1017;10/8/2023;jueves;Córdoba;Indumentaria;3462;689570;Correo Argentino;670;Despejado;No;Normal;3;Sí;0;B7718AAA;$ 125.069
1018;19/3/2023;domingo;Salta;Bazar;1498;819720;Andreani;375;Despejado;No;Express;3;Sí;0;B2823AAA;$ 25.279
1019;8/2/2023;miércoles;Santa Fe;Bazar;3529;736620;Transporte Propio;728;Despejado;No;Express;3;No;0;B9146AAA;ARS 49955
1020;7/7/2023;viernes;Buenos Aires;Electrónica;95;310680;Correo Argentino;549;Lluvia;No;Express;2;Sí;0;B2930AAA;$ 41.882
1021;12/8/2023;sábado;Córdoba;Juguetes;425;569030;Correo Argentino;2251;Despejado;No;Express;0;No;0;B9453AAA;19596
1022;25/2/2023;sábado;Mendoza;Electrónica;4858;771940;Transporte Propio;1161;Lluvia;No;Normal;2;No;0;B1846AAA;148183
1023;9/6/2023;viernes;Tucumán;Indumentaria;1469;289860;Andreani;797;Lluvia;No;Same-Day;1;Sí;0;B19XX;$ 61.165
1024;26/6/2023;lunes;Salta;Bazar;954;283390;Oca;1164;Lluvia;No;Normal;1;No;0;N/A;141462
1025;26/5/2023;viernes;CABA;Bazar;1669;184890;Oca;954;Despejado;No;Same-Day;2;No;0;B19XX;68227
1026;11/9/2023;lunes;CABA;Indumentaria;1191;830530;Transporte Propio;828;Lluvia;No;Express;3;Sí;0;B5577AAA;ARS 33822
1027;7/3/2023;martes;Buenos Aires;Electrónica;4306;668550;Andreani;375;Despejado;No;Same-Day;3;No;0;B5674AAA;122592
1028;22/2/2023;miércoles;Salta;Bazar;4364;133160;Transporte Propio;845;Lluvia;No;Express;2;No;0;B7021AAA;$ 123.268
1029;30/8/2023;miércoles;Neuquén;Electrónica;2156;663600;Transporte Propio;954;Despejado;No;Normal;0;No;0;B4624AAA;ARS 33492
1030;7/12/2023;jueves;CABA;Electrónica;3063;962070;Andreani;2239;Despejado;No;Normal;3;Sí;0;B9951AAA;129001
1031;10/12/2023;domingo;Salta;Indumentaria;4631;804070;Oca;1254;Lluvia;No;Express;2;Sí;1;B3978AAA;$ 52.006
1032;10/9/2023;domingo;Córdoba;Electrónica;4411;251290;Andreani;1821;Lluvia;No;Same-Day;1;No;0;B6339AAA;ARS 6814
1033;23/4/2023;domingo;Córdoba;Electrónica;4025;133460;Transporte Propio;2198;Despejado;No;Normal;2;Sí;0;B2539AAA;ARS 143179
1034;18/2/2023;sábado;Buenos Aires;Bazar;1946;684250;Oca;2420;Despejado;No;Normal;3;No;0;B3314AAA;$ 132.190
1035;23/5/2023;martes;Córdoba;Indumentaria;3105;752350;Oca;1062;Lluvia;No;Express;0;No;0;B2861AAA;55336
1036;30/11/2023;jueves;Mendoza;Muebles;2919;797890;Correo Argentino;700;Lluvia;No;Normal;2;No;0;B7888AAA;$ 34.799
1037;30/1/2023;lunes;Salta;Indumentaria;3323;75300;Andreani;2216;Despejado;No;Same-Day;2;No;0;B9310AAA;$ 137.290
1038;9/3/2023;jueves;Buenos Aires;Indumentaria;27;444900;Correo Argentino;2452;Despejado;Sí;Normal;3;Sí;0;B4967AAA;3746
1039;25/1/2023;miércoles;Mendoza;Juguetes;3975;308500;Transporte Propio;2417;Lluvia;No;Same-Day;0;No;0;B2655AAA;25736
1040;12/10/2023;jueves;Córdoba;Electrónica;3222;164090;Transporte Propio;605;Despejado;No;Same-Day;0;No;1;B4685AAA;$ 124.449
1041;17/1/2023;martes;Santa Fe;Indumentaria;454;786870;Transporte Propio;2234;Despejado;No;Express;1;No;1;B9182AAA;82732
1042;2/6/2023;viernes;Mendoza;Indumentaria;1878;643050;Transporte Propio;2051;Lluvia;No;Express;3;Sí;0;B1906AAA;ARS 78921
1043;17/5/2023;miércoles;CABA;Bazar;13;779210;Andreani;1353;Despejado;No;Normal;1;No;1;B19XX;51439
1044;29/10/2023;domingo;Córdoba;Juguetes;1328;888420;Andreani;351;Despejado;No;Normal;2;No;0;B8300AAA;144611
1045;26/12/2023;martes;Mendoza;Muebles;3071;851610;Oca;2403;Lluvia;Sí;Express;1;No;0;B2526AAA;$ 46.105
1046;23/1/2023;lunes;Tucumán;Electrónica;2763;618290;Oca;42;Lluvia;No;Same-Day;3;No;0;B9605AAA;45972
1047;13/8/2023;domingo;Mendoza;Muebles;2123;150720;Andreani;1876;Despejado;No;Same-Day;2;No;0;B6118AAA;5460
1048;12/8/2023;sábado;Tucumán;Muebles;4787;681160;Oca;2423;Lluvia;No;Normal;3;No;0;B3157AAA;35012
1049;18/3/2023;sábado;Córdoba;Electrónica;255;893620;Andreani;54;Despejado;No;Express;1;Sí;0;B2879AAA;84679
1050;20/5/2023;sábado;Salta;Bazar;4958;930770;Correo Argentino;1274;Despejado;No;Same-Day;2;Sí;0;B3636AAA;111324
1051;13/6/2023;martes;Mendoza;Muebles;2909;962800;Transporte Propio;2412;Despejado;No;Normal;3;Sí;0;B9456AAA;$ 57.893
1052;19/2/2023;domingo;CABA;Juguetes;1723;363860;Oca;2194;Despejado;No;Normal;3;Sí;0;B7169AAA;$ 146.675
1053;14/9/2023;jueves;CABA;Electrónica;2046;762430;Correo Argentino;1155;Despejado;No;Same-Day;2;Sí;1;B8891AAA;55673
1054;7/12/2023;jueves;Buenos Aires;Bazar;169;977670;Andreani;176;Lluvia;No;Express;1;Sí;0;B9761AAA;$ 117.071
1055;9/4/2023;domingo;Salta;Muebles;183;109510;Andreani;122;Despejado;Sí;Same-Day;3;No;0;B3608AAA;$ 104.697
1056;5/7/2023;miércoles;Buenos Aires;Muebles;555;534070;Transporte Propio;247;Despejado;No;Express;0;Sí;0;123;$ 122.604
1057;20/10/2023;viernes;Córdoba;Juguetes;2943;13530;Andreani;1288;Despejado;No;Same-Day;0;No;0;B9322AAA;$ 13.769
1058;16/7/2023;domingo;Neuquén;Bazar;3232;381300;Andreani;1765;Despejado;No;Express;2;No;0;B2143AAA;113458
1059;1/4/2023;sábado;Córdoba;Indumentaria;1999;364190;Oca;1049;Despejado;No;Same-Day;3;No;1;B6671AAA;147653
1060;25/10/2023;miércoles;Córdoba;Electrónica;1599;168330;Correo Argentino;1060;Despejado;Sí;Express;0;No;0;B1043AAA;$ 33.645
1061;2/1/2023;lunes;CABA;Bazar;2511;280400;Andreani;1138;Tormenta;No;Same-Day;3;No;0;B4906AAA;15292
1062;1/10/2023;domingo;Mendoza;Indumentaria;2016;624800;Oca;1552;Tormenta;No;Same-Day;0;Sí;0;B3118AAA;129320
1063;27/3/2023;lunes;Tucumán;Muebles;4849;386680;Transporte Propio;1474;Lluvia;No;Same-Day;3;No;0;B4431AAA;$ 114.522
1064;3/6/2023;sábado;CABA;Muebles;66;466740;Correo Argentino;972;Despejado;No;Same-Day;2;No;0;B6092AAA;149873
1065;30/11/2023;jueves;Mendoza;Muebles;3219;847300;Transporte Propio;1847;Despejado;Sí;Express;2;Sí;0;B7759AAA;33551
1066;31/3/2023;viernes;Tucumán;Muebles;3081;801670;Andreani;2134;Despejado;No;Same-Day;2;No;1;B19XX;$ 51.617
1067;28/3/2023;martes;Mendoza;Electrónica;3488;96790;Transporte Propio;990;Despejado;No;Normal;0;Sí;0;B7556AAA;ARS 41624
1068;26/4/2023;miércoles;Neuquén;Indumentaria;2366;900630;Transporte Propio;1458;Despejado;No;Express;2;No;0;B8819AAA;92979
1069;27/5/2023;sábado;Salta;Muebles;128;583530;Correo Argentino;459;Despejado;No;Express;0;No;0;B9193AAA;ARS 127768
1070;10/10/2023;martes;Mendoza;Indumentaria;4679;86440;Andreani;508;Lluvia;No;Express;2;Sí;0;B1266AAA;$ 12.935
1071;19/11/2023;domingo;Neuquén;Juguetes;1719;750410;Transporte Propio;275;Despejado;No;Express;0;No;0;B4500AAA;83652
1072;23/6/2023;viernes;Mendoza;Muebles;1773;722150;Andreani;1020;Despejado;Sí;Same-Day;0;Sí;1;B19XX;30810
1073;9/3/2023;jueves;Córdoba;Indumentaria;318;788900;Oca;1061;Despejado;No;Normal;2;Sí;0;B2989AAA;48578
1074;16/7/2023;domingo;Tucumán;Indumentaria;2486;859420;Transporte Propio;2094;Despejado;No;Express;0;Sí;0;B6994AAA;$ 149.108
1075;12/12/2023;martes;Córdoba;Electrónica;4017;80820;Andreani;1359;Despejado;No;Same-Day;0;Sí;1;B6348AAA;49104
1076;15/3/2023;miércoles;Buenos Aires;Bazar;137;819210;Correo Argentino;381;Lluvia;No;Same-Day;3;No;0;B8651AAA;53131
1077;10/1/2023;martes;Córdoba;Juguetes;4157;640180;Correo Argentino;1743;Despejado;No;Same-Day;0;Sí;0;B7496AAA;135763
1078;9/4/2023;domingo;Mendoza;Bazar;3598;879970;Correo Argentino;1930;Tormenta;No;Express;2;No;1;B8974AAA;ARS 120558
1079;19/7/2023;miércoles;Salta;Bazar;885;732050;Transporte Propio;1092;Despejado;Sí;Express;0;No;0;B2965AAA;56530
1080;28/4/2023;viernes;CABA;Electrónica;167;421380;Andreani;153;Despejado;No;Express;0;Sí;0;B5351AAA;$ 46.631
1081;21/4/2023;viernes;Córdoba;Muebles;2118;21270;Transporte Propio;1969;Despejado;No;Same-Day;2;Sí;1;B6524AAA;125507
1082;5/2/2023;domingo;Tucumán;Muebles;1499;471370;Oca;221;Lluvia;No;Express;2;Sí;0;123;44366
1083;4/1/2023;miércoles;Salta;Muebles;3435;91800;Transporte Propio;378;Despejado;No;Same-Day;0;No;0;B8229AAA;ARS 35043
1084;15/2/2023;miércoles;Tucumán;Electrónica;3597;921560;Andreani;122;Despejado;No;Express;0;No;0;B9841AAA;86260
1085;1/4/2023;sábado;Mendoza;Juguetes;203;91520;Andreani;2099;Lluvia;No;Express;3;No;0;B7796AAA;42267
1086;9/1/2023;lunes;Buenos Aires;Indumentaria;1787;641510;Correo Argentino;2047;Despejado;No;Same-Day;2;No;0;B6805AAA;$ 79.260
1087;25/6/2023;domingo;Salta;Indumentaria;408;511750;Correo Argentino;2099;Despejado;No;Express;1;No;0;B2375AAA;$ 21.682
1088;17/3/2023;viernes;Salta;Muebles;1131;723920;Correo Argentino;903;Despejado;No;Normal;0;No;0;B4782AAA;$ 116.248
1089;16/7/2023;domingo;Neuquén;Electrónica;4672;499630;Transporte Propio;2293;Despejado;No;Normal;0;No;1;B7554AAA;ARS 5310
1090;1/5/2023;lunes;CABA;Juguetes;1629;940170;Correo Argentino;2080;Lluvia;No;Normal;1;No;0;B9406AAA;123506
1091;23/12/2023;sábado;Neuquén;Indumentaria;2238;959530;Oca;1261;Despejado;No;Express;2;Sí;0;B8123AAA;$ 34.116
1092;14/8/2023;lunes;CABA;Muebles;283;683900;Transporte Propio;359;Despejado;No;Express;1;Sí;0;B19XX;136941
1093;5/9/2023;martes;Mendoza;Electrónica;2259;966020;Oca;2493;Despejado;Sí;Normal;3;No;1;B7285AAA;$ 9.455
1094;27/5/2023;sábado;CABA;Indumentaria;2543;110550;Andreani;534;Lluvia;No;Express;2;Sí;0;B3480AAA;ARS 112984
1095;23/8/2023;miércoles;Mendoza;Electrónica;4514;913520;Oca;202;Lluvia;No;Express;3;Sí;0;B9292AAA;51593
1096;9/5/2023;martes;Córdoba;Juguetes;967;840600;Oca;1880;Despejado;No;Express;0;No;0;B1048AAA;62528
1097;17/10/2023;martes;Tucumán;Bazar;69;803100;Oca;2371;Lluvia;No;Express;1;No;0;B9042AAA;106178
1098;28/10/2023;sábado;Córdoba;Muebles;4077;696620;Oca;2470;Tormenta;Sí;Normal;2;No;1;N/A;101047
1099;27/12/2023;miércoles;CABA;Muebles;4656;88830;Transporte Propio;298;Despejado;Sí;Same-Day;0;No;1;B4532AAA;ARS 96261
1100;18/6/2023;domingo;CABA;Juguetes;3653;189160;Correo Argentino;145;Despejado;Sí;Express;2;Sí;0;B19XX;43614
1101;18/5/2023;jueves;CABA;Juguetes;1863;190590;Andreani;1259;Lluvia;No;Same-Day;3;Sí;0;B8112AAA;$ 37.062
1102;29/11/2023;miércoles;CABA;Bazar;2625;98910;Correo Argentino;2491;Despejado;No;Normal;0;No;0;B9617AAA;42178
1103;19/9/2023;martes;CABA;Muebles;628;412000;Transporte Propio;1672;Despejado;No;Express;3;Sí;0;B4402AAA;66441
1104;29/8/2023;martes;Salta;Bazar;1065;771970;Correo Argentino;1775;Tormenta;No;Normal;2;No;1;B1008AAA;37288
1105;10/1/2023;martes;Santa Fe;Muebles;246;461040;Oca;1744;Lluvia;No;Same-Day;2;Sí;0;B8474AAA;$ 139.282
1106;24/8/2023;jueves;CABA;Electrónica;2183;885870;Oca;1593;Despejado;No;Express;2;Sí;0;123;117449
1107;21/9/2023;jueves;Tucumán;Muebles;384;551520;Correo Argentino;888;Despejado;No;Normal;1;No;0;B5298AAA;$ 135.893
1108;16/9/2023;sábado;Tucumán;Indumentaria;244;860110;Oca;1790;Despejado;No;Express;1;No;0;B3029AAA;59050
1109;11/4/2023;martes;Mendoza;Muebles;141;108880;Oca;2029;Despejado;No;Same-Day;1;Sí;0;B3260AAA;$ 65.834
1110;12/9/2023;martes;Córdoba;Muebles;2376;201930;Correo Argentino;1781;Lluvia;No;Normal;1;No;0;N/A;112813
